group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Number_of_interval_subdivision,My_qag,8,,,51517724.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51156436.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105626.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51126634.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105176.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105816.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51330694.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51218426.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,53113906.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51162567.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51441069.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51120472.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51167134.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105366.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105787.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51133175.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,53817701.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,58182004.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,78739031.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,78378042.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,66928064.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105594.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105875.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51107617.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51162274.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51546043.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51581335.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51109531.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51380351.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105644.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51108799.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51130208.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105284.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51101487.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51122153.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,56934166.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,78114053.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,66797898.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,71808410.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51107596.0,ns,5
Number_of_interval_subdivision,My_qag,8,,,51105693.0,ns,5
